2023-06-09 19:03:52.588767,8
2023-06-09 19:03:53.919115,8
2023-06-09 19:03:55.251567,8
2023-06-09 19:03:56.578568,8
2023-06-09 19:03:57.913623,8
2023-06-09 19:03:58.752271,8
2023-06-09 19:03:59.251156,8
2023-06-09 19:03:59.834231,8
2023-06-09 19:04:00.574332,8
2023-06-09 19:04:00.915597,8
2023-06-09 19:04:01.912012,8
2023-06-09 19:04:01.998529,8
2023-06-09 19:04:03.076471,8
2023-06-09 19:04:03.247259,8
2023-06-09 19:04:04.151939,8
2023-06-09 19:04:04.575527,7
2023-06-09 19:04:05.235429,7
2023-06-09 19:04:05.913581,5
2023-06-09 19:04:06.314423,5
2023-06-09 19:04:07.246687,2
2023-06-09 19:04:07.387410,2
2023-06-09 19:04:08.462598,2
2023-06-09 19:04:08.585022,4
2023-06-09 19:04:09.544574,4
2023-06-09 19:04:09.923249,7
2023-06-09 19:04:10.621603,7
2023-06-09 19:04:11.265298,8
2023-06-09 19:04:11.690859,8
2023-06-09 19:04:12.587994,8
2023-06-09 19:04:12.757890,8
2023-06-09 19:04:13.836033,8
2023-06-09 19:04:13.922127,8
2023-06-12 17:29:35.878778,5
2023-06-12 17:29:37.208703,5
2023-06-12 17:29:38.541402,5
2023-06-12 17:29:39.874983,5
2023-06-12 17:29:41.203949,5
2023-06-12 17:29:42.533114,5
2023-06-12 17:29:43.861506,5
2023-06-12 17:29:45.192739,5
2023-06-12 17:29:46.530933,5
2023-06-12 17:29:47.856499,5
2023-06-12 17:29:49.189115,5
2023-06-12 17:29:50.533001,5
2023-06-12 17:29:51.848731,5
2023-06-12 17:29:53.181997,5
2023-06-12 17:29:54.513659,7
2023-06-12 17:29:55.846324,7
2023-06-12 17:29:57.178072,7
2023-06-12 17:29:58.504763,7
2023-06-12 17:29:59.838124,7
2023-06-12 17:30:01.169877,5
2023-06-12 17:30:02.499674,5
2023-06-12 17:30:03.844079,5
2023-06-12 17:30:05.166321,5
2023-06-12 17:30:06.495677,5
2023-06-12 17:30:07.826834,6
2023-06-12 17:30:09.156393,6
2023-06-12 17:30:10.486560,6
2023-06-12 17:30:11.825111,6
2023-06-12 17:30:13.148500,6
2023-06-12 17:30:14.479880,5
2023-06-12 17:30:15.812015,5
2023-06-12 17:30:17.148007,6
2023-06-12 17:30:18.478018,5
2023-06-12 17:30:19.806060,5
2023-06-12 17:30:21.135162,6
2023-06-12 17:30:22.467175,7
2023-06-12 17:30:23.799835,7
2023-06-12 17:30:25.132768,7
2023-06-12 17:30:26.460832,7
2023-06-12 17:30:27.807950,7
2023-06-12 17:30:29.127704,7
2023-06-12 17:30:30.471668,7
2023-06-12 17:30:31.798847,8
2023-06-12 17:30:33.132184,7
2023-06-12 17:30:34.462217,8
2023-06-12 17:30:35.792848,7
2023-06-12 17:30:37.121523,6
2023-06-12 17:30:38.457466,6
2023-06-12 17:30:39.797931,6
2023-06-12 17:30:41.121704,6
2023-06-12 17:30:42.451129,6
2023-06-12 17:30:43.782547,6
2023-06-12 17:30:45.113024,6
2023-06-12 17:30:46.442612,6
2023-06-12 17:30:47.773923,6
2023-06-12 17:30:49.121559,6
2023-06-12 17:30:50.443604,6
2023-06-12 17:30:51.781300,6
2023-06-12 17:30:53.118711,6
2023-06-12 17:30:54.439331,6
2023-06-12 17:31:19.319628,0
2023-06-12 17:31:20.651812,5
2023-06-12 17:31:21.985031,5
2023-06-12 17:31:23.314553,5
2023-06-12 17:31:24.643425,5
2023-06-12 17:31:25.980163,5
2023-06-12 17:31:27.308493,5
2023-06-12 17:31:28.637949,5
2023-06-12 17:31:29.968067,5
